"filename", "language", "JavaScript", "JSON", "JSON with Comments", "Perl", "TypeScript", "Markdown", "Groovy", "YAML", "comment", "blank", "total"
"d:\ttlab\qr-code-backend\src\modules\file\file.constant.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"d:\ttlab\qr-code-backend\src\modules\file\file.controller.ts", "TypeScript", 0, 0, 0, 0, 129, 0, 0, 0, 0, 15, 144
"d:\ttlab\qr-code-backend\src\modules\file\file.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\ttlab\qr-code-backend\src\modules\file\file.module.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"d:\ttlab\qr-code-backend\src\modules\file\file.repository.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 21
"d:\ttlab\qr-code-backend\src\modules\file\services\file.service.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 4, 30
"d:\ttlab\qr-code-backend\src\modules\product\dto\request\product.request.dto.ts", "TypeScript", 0, 0, 0, 0, 114, 0, 0, 0, 0, 34, 148
"d:\ttlab\qr-code-backend\src\modules\product\dto\response\product.response.dto.ts", "TypeScript", 0, 0, 0, 0, 51, 0, 0, 0, 0, 3, 54
"d:\ttlab\qr-code-backend\src\modules\product\entity\product.entity.ts", "TypeScript", 0, 0, 0, 0, 51, 0, 0, 0, 0, 15, 66
"d:\ttlab\qr-code-backend\src\modules\product\product.builder.ts", "TypeScript", 0, 0, 0, 0, 35, 0, 0, 0, 0, 5, 40
"d:\ttlab\qr-code-backend\src\modules\product\product.constant.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 3, 20
"d:\ttlab\qr-code-backend\src\modules\product\product.controller.ts", "TypeScript", 0, 0, 0, 0, 219, 0, 0, 0, 21, 29, 269
"d:\ttlab\qr-code-backend\src\modules\product\product.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\ttlab\qr-code-backend\src\modules\product\product.module.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 2, 22
"d:\ttlab\qr-code-backend\src\modules\product\product.repository.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 4, 26
"d:\ttlab\qr-code-backend\src\modules\product\services\product.service.ts", "TypeScript", 0, 0, 0, 0, 133, 0, 0, 0, 0, 18, 151
"d:\ttlab\qr-code-backend\src\modules\provider\dto\request\provider.request.dto.ts", "TypeScript", 0, 0, 0, 0, 60, 0, 0, 0, 0, 16, 76
"d:\ttlab\qr-code-backend\src\modules\provider\dto\response\provider.response.dto.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 4, 40
"d:\ttlab\qr-code-backend\src\modules\provider\entity\provider.entity.ts", "TypeScript", 0, 0, 0, 0, 48, 0, 0, 0, 0, 11, 59
"d:\ttlab\qr-code-backend\src\modules\provider\provider.builder.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 10
"d:\ttlab\qr-code-backend\src\modules\provider\provider.constant.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"d:\ttlab\qr-code-backend\src\modules\provider\provider.controller.ts", "TypeScript", 0, 0, 0, 0, 164, 0, 0, 0, 0, 17, 181
"d:\ttlab\qr-code-backend\src\modules\provider\provider.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\ttlab\qr-code-backend\src\modules\provider\provider.module.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 2, 22
"d:\ttlab\qr-code-backend\src\modules\provider\provider.repository.ts", "TypeScript", 0, 0, 0, 0, 54, 0, 0, 0, 0, 6, 60
"d:\ttlab\qr-code-backend\src\modules\provider\services\provider.service.ts", "TypeScript", 0, 0, 0, 0, 83, 0, 0, 0, 0, 8, 91
"d:\ttlab\qr-code-backend\src\modules\role\dto\requests\create-role.dto.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 4, 3, 11
"d:\ttlab\qr-code-backend\src\modules\role\dto\requests\list-role.dto.ts", "TypeScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 3, 26
"d:\ttlab\qr-code-backend\src\modules\role\dto\requests\update-role.dto.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 10
"d:\ttlab\qr-code-backend\src\modules\role\dto\responses\api-response.dto.ts", "TypeScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 8, 23
"d:\ttlab\qr-code-backend\src\modules\role\dto\responses\permission-response.dto.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 7
"d:\ttlab\qr-code-backend\src\modules\role\dto\responses\role-response.dto.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"d:\ttlab\qr-code-backend\src\modules\role\entity\permission-action.entity.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"d:\ttlab\qr-code-backend\src\modules\role\entity\permission-resource.entity.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 15
"d:\ttlab\qr-code-backend\src\modules\role\entity\permission.entity.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 7, 38
"d:\ttlab\qr-code-backend\src\modules\role\entity\role-permission.entity.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 6, 28
"d:\ttlab\qr-code-backend\src\modules\role\entity\role.entity.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"d:\ttlab\qr-code-backend\src\modules\role\entity\user-role.entity.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 5, 24
"d:\ttlab\qr-code-backend\src\modules\role\role.constants.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 156, 7, 163
"d:\ttlab\qr-code-backend\src\modules\role\role.controller.ts", "TypeScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 19
"d:\ttlab\qr-code-backend\src\modules\role\role.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 58, 16, 74
"d:\ttlab\qr-code-backend\src\modules\role\role.module.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"d:\ttlab\qr-code-backend\src\modules\role\role.util.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 38, 3, 41
"d:\ttlab\qr-code-backend\src\modules\role\services\role.service.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 15
"d:\ttlab\qr-code-backend\src\modules\user\dto\requests\common-user.dto.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"d:\ttlab\qr-code-backend\src\modules\user\dto\requests\create-user.dto.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 7, 23
"d:\ttlab\qr-code-backend\src\modules\user\dto\requests\list-user.dto.ts", "TypeScript", 0, 0, 0, 0, 30, 0, 0, 0, 0, 9, 39
"d:\ttlab\qr-code-backend\src\modules\user\dto\requests\update-user.dto.ts", "TypeScript", 0, 0, 0, 0, 35, 0, 0, 0, 0, 7, 42
"d:\ttlab\qr-code-backend\src\modules\user\dto\response\api-response.dto.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 7, 27
"d:\ttlab\qr-code-backend\src\modules\user\dto\response\user-response.dto.ts", "TypeScript", 0, 0, 0, 0, 28, 0, 0, 0, 3, 4, 35
"d:\ttlab\qr-code-backend\src\modules\user\entity\user.entity.ts", "TypeScript", 0, 0, 0, 0, 62, 0, 0, 0, 0, 18, 80
"d:\ttlab\qr-code-backend\src\modules\user\services\user.service.ts", "TypeScript", 0, 0, 0, 0, 165, 0, 0, 0, 0, 15, 180
"d:\ttlab\qr-code-backend\src\modules\user\user.builder.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"d:\ttlab\qr-code-backend\src\modules\user\user.constant.ts", "TypeScript", 0, 0, 0, 0, 87, 0, 0, 0, 0, 8, 95
"d:\ttlab\qr-code-backend\src\modules\user\user.controller.ts", "TypeScript", 0, 0, 0, 0, 168, 0, 0, 0, 1, 21, 190
"d:\ttlab\qr-code-backend\src\modules\user\user.interface.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"d:\ttlab\qr-code-backend\src\modules\user\user.module.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 2, 20
"d:\ttlab\qr-code-backend\src\modules\user\user.repository.ts", "TypeScript", 0, 0, 0, 0, 98, 0, 0, 0, 0, 11, 109
"d:\ttlab\qr-code-backend\src\plugins\debug\index.ts", "TypeScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\ttlab\qr-code-backend\src\plugins\index.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\ttlab\qr-code-backend\src\plugins\joi\index.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 7, 28
"d:\ttlab\qr-code-backend\src\plugins\lodash\index.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 21
"d:\ttlab\qr-code-backend\src\plugins\moment\index.ts", "TypeScript", 0, 0, 0, 0, 106, 0, 0, 0, 100, 23, 229
"d:\ttlab\qr-code-backend\tsconfig-paths-bootstrap.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 1, 1, 8
"d:\ttlab\qr-code-backend\tsconfig.build.json", "JSON", 0, 11, 0, 0, 0, 0, 0, 0, 2, 0, 13
"d:\ttlab\qr-code-backend\tsconfig.json", "JSON with Comments", 0, 0, 18, 0, 0, 0, 0, 0, 67, 0, 85
"Total", "-", 157, 689, 18, 595, 7595, 224, 25, 32, 812, 1344, 11491
